RXCUI_IN,RxNormName,ICD9,IndicationName,MENTIONEDBYRESOURCES,HIGHPRECISIONSUBSET,POSSIBLE_LABEL_USE
167,Acetazolamide,799.89,Other ill-defined conditions,2,1,1
167,Acetazolamide,993.2,Other and unspecified effects of high altitude,4,1,1
168,Acetic Acid,00-99.99,,1,0,0
168,Acetic Acid,78.1,Viral warts,1,0,0
168,Acetic Acid,78.1,Viral warts; unspecified,1,0,0
168,Acetic Acid,136.9,Unspecified infectious and parasitic diseases,1,0,1
168,Acetic Acid,276.51,Dehydration,1,0,0
168,Acetic Acid,300.9,Unspecified nonpsychotic mental disorder,1,0,0
168,Acetic Acid,334.8,Other spinocerebellar diseases,1,0,0
168,Acetic Acid,642.4,Mild or unspecified pre-eclampsia,1,0,0
168,Acetic Acid,642.4,Mild or unspecified pre-eclampsia; unspecified as to episode of care,1,0,0
168,Acetic Acid,715,Osteoarthrosis; generalized; involving unspecified site,1,0,0
168,Acetic Acid,715.9,Osteoarthrosis; unspecified whether generalized or localized,1,0,0
168,Acetic Acid,715.9,Osteoarthrosis; unspecified whether generalized or localized; involving unspecified site,1,0,0
168,Acetic Acid,729.99,Other disorders of soft tissue,1,0,0
168,Acetic Acid,780.79,Other malaise and fatigue,1,0,0
168,Acetic Acid,781.2,Abnormality of gait,1,0,0
168,Acetic Acid,796.4,Other abnormal clinical findings,1,0,0
168,Acetic Acid,88.7,Diagnostic ultrasound,1,0,0
168,Acetic Acid,89.8,Autopsy,1,0,0
168,Acetic Acid,90.52,CULTURE-BLOOD,1,0,0
168,Acetic Acid,959.01,Head injury NOS,1,0,0
168,Acetic Acid,99.27,Iontophoresis,1,0,0
168,Acetic Acid,E968.9,ASSAULT NOS,1,0,0
168,Acetic Acid,V62.81,Interpersonal problems; not elsewhere classified,1,0,0
168,Acetic Acid,380.1,Infective otitis externa; unspecified,2,1,0
168,Acetic Acid,596.9,Unspecified disorder of bladder,1,1,0
168,Acetic Acid,616.10|041.9,,1,1,0
193,Acetylcarnitine,332,Parkinson's disease,1,0,0
193,Acetylcarnitine,332,Paralysis agitans,1,0,0
193,Acetylcarnitine,338-338.99,,1,0,0
193,Acetylcarnitine,359.9,Myopathy unspecified,1,0,0
193,Acetylcarnitine,437.1,Other generalized ischemic cerebrovascular disease,1,0,0
193,Acetylcarnitine,607.85,Peyronie's disease,1,0,0
193,Acetylcarnitine,728.9,Unspecified disorder of muscle; ligament; and fascia,1,0,0
193,Acetylcarnitine,780.96,Generalized pain,1,0,0
193,Acetylcarnitine,952.9,Spinal cord injury NOS,1,0,0
193,Acetylcarnitine,957.9,Injury to nerve NOS,1,0,0
194,Acetylcholine,298.1,Excitative type psychosis,1,0,0
194,Acetylcholine,305.1,Tobacco use disorder,1,0,0
194,Acetylcholine,309.29,Other adjustment reactions with predominant disturbance of other emotions,1,0,0
194,Acetylcholine,331,Alzheimer's disease,1,0,0
194,Acetylcholine,344.9,Paralysis NOS,1,0,0
194,Acetylcholine,368.31,Suppression of binocular vision,1,0,0
194,Acetylcholine,379.43,Mydriasis (persistent); not due to mydriatics,1,0,0
194,Acetylcholine,728.87,Muscle weakness (generalized),1,0,0
194,Acetylcholine,729.89,Other musculoskeletal symptoms referable to limbs,1,0,0
194,Acetylcholine,780-789.99,,1,0,0
194,Acetylcholine,780.79,Other malaise and fatigue,1,0,0
194,Acetylcholine,780.93,Memory loss,1,0,0
194,Acetylcholine,781.2,Abnormality of gait,1,0,0
194,Acetylcholine,782,Disturbance of skin sensation,1,0,0
194,Acetylcholine,799.01,Asphyxia,1,0,0
194,Acetylcholine,799.9,Other unknown and unspecified cause of morbidity or mortality,1,0,0
194,Acetylcholine,99.6,Cardiopulmonary resuscitation; not otherwise specified,1,0,0
197,Acetylcysteine,010-018.99,,1,0,1
197,Acetylcysteine,11.9,Unspecified pulmonary tuberculosis; unspecified examination,1,0,1
197,Acetylcysteine,52,Chickenpox,1,0,0
197,Acetylcysteine,52.9,Varicella uncomplicated,1,0,0
197,Acetylcysteine,79.99,Unspecified viral infection in conditions classified elsewhere and of unspecified site,1,0,0
197,Acetylcysteine,23.1,Surgical removal of tooth,1,0,0
197,Acetylcysteine,277.39,Other amyloidosis,1,0,1
197,Acetylcysteine,296.99,Other specified episodic mood disorder,1,0,0
197,Acetylcysteine,299,Autistic disorder,1,0,0
197,Acetylcysteine,299,Infantile autism; current or active state,1,0,0
197,Acetylcysteine,300.9,Unspecified nonpsychotic mental disorder,1,0,0
197,Acetylcysteine,307.81,Tension headache,1,0,0
197,Acetylcysteine,331.81,Reye's syndrome,1,0,0
197,Acetylcysteine,338-338.99,,1,0,0
197,Acetylcysteine,339.1,Tension type headache,1,0,0
197,Acetylcysteine,339.1,Tension headache NOS,1,0,0
197,Acetylcysteine,346,Migraine,1,0,0
197,Acetylcysteine,346.9,Migraine; unspecified,1,0,0
197,Acetylcysteine,346.9,Migraine; unspecified; without mention of intractable migraine without mention of status migrainosus,1,0,0
197,Acetylcysteine,36.06,Insertion of coronary artery stent(s),1,0,0
197,Acetylcysteine,36.1,Bypass anastomosis for heart revascularization,1,0,0
197,Acetylcysteine,36.1,AORTOCORONARY BYPASS NOS,1,0,0
197,Acetylcysteine,388.3,Tinnitus,1,0,0
197,Acetylcysteine,388.3,Tinnitus NOS,1,0,0
197,Acetylcysteine,388.8,Other disorders of ear,1,0,0
197,Acetylcysteine,390,Rheumatic fever without mention of heart involvement,1,0,0
197,Acetylcysteine,390-392.99,,1,0,0
197,Acetylcysteine,410.9,Acute myocardial infarction; unspecified site; episode of care unspecified,1,0,0
197,Acetylcysteine,420.9,Acute pericarditis NOS,1,0,0
197,Acetylcysteine,429.2,Cardiovascular disease [ASCVD],1,0,0
197,Acetylcysteine,433.1,Occlusion and stenosis of carotid artery; without mention of cerebral infarction,1,0,0
197,Acetylcysteine,434.91,Cerebral artery occlusion; unspecified; with cerebral infarction,1,0,0
197,Acetylcysteine,435.9,Unspecified transient cerebral ischemia,1,0,0
197,Acetylcysteine,446.1,Acute febrile mucocutaneous lymph node syndrome [MCLS],1,0,0
197,Acetylcysteine,459,Hemorrhage NOS,1,0,0
197,Acetylcysteine,493,Asthma,1,0,1
197,Acetylcysteine,493.9,Asthma; unspecified,1,0,1
197,Acetylcysteine,493.9,Asthma; unspecified type; without mention of status asthmaticus,1,0,1
197,Acetylcysteine,515,Postinflammatory pulmonary fibrosis,1,0,0
197,Acetylcysteine,518,Pulmonary collapse,1,0,1
197,Acetylcysteine,534.9,Gastrojejunal ulcer; unspecified as acute or chronic; without mention of hemorrhage or perforation; without mention of obstruction,1,0,0
197,Acetylcysteine,536.8,Dyspepsia and other specified disorders of function of stomach,1,0,0
197,Acetylcysteine,578,Gastrointestinal hemorrhage,1,0,0
197,Acetylcysteine,578.9,Hemorrhage of gastrointestinal tract NOS,1,0,0
197,Acetylcysteine,625.3,Dysmenorrhea,1,0,0
197,Acetylcysteine,686.9,Unspecified local infection of skin and subcutaneous tissue,1,0,0
197,Acetylcysteine,714,Rheumatoid arthritis,1,0,0
197,Acetylcysteine,729.82,Cramp of limb,1,0,0
197,Acetylcysteine,780.4,Dizziness and giddiness,1,0,0
197,Acetylcysteine,780.6,Fever; unspecified,1,0,0
197,Acetylcysteine,780.79,Other malaise and fatigue,1,0,0
197,Acetylcysteine,780.96,Generalized pain,1,0,0
197,Acetylcysteine,780.99,Other general symptoms,1,0,0
197,Acetylcysteine,784,Headache,1,0,0
197,Acetylcysteine,786.2,Cough,1,0,0
197,Acetylcysteine,799.21,Nervousness (ADDED),1,0,0
197,Acetylcysteine,799.89,Other ill-defined conditions,1,0,0
197,Acetylcysteine,799.9,Other unknown and unspecified cause of morbidity or mortality,1,0,0
197,Acetylcysteine,848.9,Unspecified site of sprain and strain,1,0,1
197,Acetylcysteine,88.7,Diagnostic ultrasound,1,0,0
197,Acetylcysteine,277,Cystic fibrosis,2,1,1
197,Acetylcysteine,277,Cystic fibrosis without mention of meconium ileus,2,1,1
197,Acetylcysteine,277.3,Amyloidosis,2,1,1
197,Acetylcysteine,277.3,Amyloidosis NOS,2,1,1
197,Acetylcysteine,486,Pneumonia; organism unspecified,2,1,1
197,Acetylcysteine,490,Bronchitis NOS,2,1,1
197,Acetylcysteine,492,Emphysema,2,1,1
197,Acetylcysteine,492.8,Other emphysema,2,1,1
197,Acetylcysteine,494,Bronchiectasis,2,1,1
197,Acetylcysteine,494,Bronchiectasis without acute exacerbation,2,1,1
197,Acetylcysteine,514,Pulmonary congestion and hypostasis,1,1,0
197,Acetylcysteine,518.52,Other pulmonary insufficiency; not elsewhere classified; following trauma and surgery,1,1,0
197,Acetylcysteine,518.89,Other diseases of lung; not elsewhere classified,1,1,0
197,Acetylcysteine,584.5,Acute renal failure with lesion of tubular necrosis,1,1,0
197,Acetylcysteine,977.9,Poisoning by unspecified drug or medicinal substance,1,1,0
197,Acetylcysteine,998.9,Unspecified complication of procedure; not elsewhere classified,1,1,0
270,Spectinomycin,136.9,Unspecified infectious and parasitic diseases,1,0,1
270,Spectinomycin,569.49,Other specified disorders of rectum and anus,1,0,1
270,Spectinomycin,597.8,Urethritis NOS,1,0,1
270,Spectinomycin,616.9,Unspecified inflammatory disease of cervix; vagina; and vulva,1,0,1
270,Spectinomycin,98,Gonococcal infections,3,1,1
270,Spectinomycin,98.89,Gonococcal infection of other specified sites,3,1,1
272,Activated Charcoal,00-99.99,,1,0,0
272,Activated Charcoal,253.5,Diabetes insipidus,1,0,0
272,Activated Charcoal,259.8,Other specified endocrine disorders,1,0,0
272,Activated Charcoal,302.89,Other specified psychosexual disorders,1,0,0
272,Activated Charcoal,314,Attention deficit disorder of childhood,1,0,1
272,Activated Charcoal,314,Attention deficit disorder of childhood without mention of hyperactivity,1,0,1
272,Activated Charcoal,338-338.99,,1,0,0
272,Activated Charcoal,52.52,Distal pancreatectomy,1,0,0
272,Activated Charcoal,536.8,Dyspepsia and other specified disorders of function of stomach,1,0,0
272,Activated Charcoal,537.9,Unspecified disorder of stomach and duodenum,1,0,1
272,Activated Charcoal,564.1,Irritable bowel syndrome,1,0,0
272,Activated Charcoal,592,Calculus of kidney,1,0,0
272,Activated Charcoal,759.89,Other specified anomalies,1,0,0
272,Activated Charcoal,780-789.99,,1,0,0
272,Activated Charcoal,780.2,Syncope and collapse,1,0,0
272,Activated Charcoal,780.6,Fever; unspecified,1,0,0
272,Activated Charcoal,780.79,Other malaise and fatigue,1,0,0
272,Activated Charcoal,780.96,Generalized pain,1,0,0
272,Activated Charcoal,781.2,Abnormality of gait,1,0,0
272,Activated Charcoal,796.4,Other abnormal clinical findings,1,0,0
272,Activated Charcoal,799.89,Other ill-defined conditions,1,0,0
272,Activated Charcoal,88.7,Diagnostic ultrasound,1,0,0
272,Activated Charcoal,89.8,Autopsy,1,0,0
272,Activated Charcoal,934.9,Foreign body in respiratory tree; unspecified,1,0,0
272,Activated Charcoal,96.33,Gastric lavage,1,0,0
272,Activated Charcoal,989.4,Toxic effect of other pesticides; not elsewhere classified,1,0,0
272,Activated Charcoal,586,Renal failure unspecified,1,1,0
272,Activated Charcoal,787.03,Vomiting alone,2,1,1
272,Activated Charcoal,787.3,Flatulence; eructation; and gas pain,2,1,0
272,Activated Charcoal,787.7,Abnormal feces,2,1,0
272,Activated Charcoal,787.91,Diarrhea,2,1,0
272,Activated Charcoal,977.9,Poisoning by unspecified drug or medicinal substance,2,1,0
272,Activated Charcoal,V62.81,Interpersonal problems; not elsewhere classified,2,1,0
281,Acyclovir,52.7,Chickenpox with other specified complications,1,0,0
281,Acyclovir,54,Eczema herpeticum,1,0,0
281,Acyclovir,79.99,Unspecified viral infection in conditions classified elsewhere and of unspecified site,1,0,1
281,Acyclovir,99.9,Venereal disease NOS,1,0,1
281,Acyclovir,204,Acute lymphoid leukemia without mention of having achieved remission,1,0,0
281,Acyclovir,279.3,Unspecified immunity deficiency,1,0,0
281,Acyclovir,296.99,Other specified episodic mood disorder,1,0,0
281,Acyclovir,314,Attention deficit disorder of childhood,1,0,0
281,Acyclovir,314,Attention deficit disorder of childhood without mention of hyperactivity,1,0,0
281,Acyclovir,323.9,Unspecified cause of encephalitis; myelitis; and encephalomyelitis,1,0,1
281,Acyclovir,338.1,Acute pain,1,0,1
281,Acyclovir,388.44,Auditory recruitment,1,0,1
281,Acyclovir,455,Hemorrhoids,1,0,0
281,Acyclovir,455.6,Hemorrhoids NOS,1,0,0
281,Acyclovir,528.2,Oral aphthae,1,0,0
281,Acyclovir,528.6,Leukoplakia of oral mucosa; including tongue,1,0,0
281,Acyclovir,528.9,Other and unspecified diseases of the oral soft tissues,1,0,0
281,Acyclovir,530,Diseases of esophagus,1,0,1
281,Acyclovir,530.9,Unspecified disorder of esophagus,1,0,1
281,Acyclovir,556,Ulcerative colitis,1,0,0
281,Acyclovir,556.2,Ulcerative (chronic) proctitis,1,0,0
281,Acyclovir,556.8,Other ulcerative colitis,1,0,0
281,Acyclovir,556.9,Ulcerative colitis; unspecified,1,0,0
281,Acyclovir,569.49,Other specified disorders of rectum and anus,1,0,0
281,Acyclovir,686.9,Unspecified local infection of skin and subcutaneous tissue,1,0,0
281,Acyclovir,692.9,Contact dermatitis and other eczema; unspecified cause,1,0,0
281,Acyclovir,698.9,Unspecified pruritic disorder,1,0,0
281,Acyclovir,709.9,Unspecified disorder of skin and subcutaneous tissue,1,0,0
281,Acyclovir,771.2,Other congenital infections specific to the perinatal period,1,0,1
281,Acyclovir,780-789.99,,1,0,0
281,Acyclovir,780.09,Other alteration of consciousness,1,0,0
281,Acyclovir,780.6,Fever; unspecified,1,0,1
281,Acyclovir,780.99,Other general symptoms,1,0,1
281,Acyclovir,781.99,Other symptoms involving nervous and musculoskeletal systems,1,0,0
281,Acyclovir,782.1,Rash and other nonspecific skin eruption,1,0,0
281,Acyclovir,797,Senility without mention of psychosis,1,0,1
281,Acyclovir,89.7,General physical examination,1,0,0
281,Acyclovir,919.4,Insect bite; nonvenomous; of other; multiple; and unspecified sites; without mention of infection,1,0,0
281,Acyclovir,V25.41,Encounter for surveillance of contraceptive pill,1,0,0
281,Acyclovir,V60.2,Inadequate material resources,1,0,0
281,Acyclovir,42,Human immunodeficiency virus [HIV] disease,2,1,0
281,Acyclovir,042-042.99,,2,1,0
281,Acyclovir,52,Chickenpox,4,1,1
281,Acyclovir,52.9,Varicella uncomplicated,4,1,1
281,Acyclovir,53,Herpes zoster,3,1,1
281,Acyclovir,53.2,Herpes zoster with ophthalmic complications,1,1,0
281,Acyclovir,53.2,Herpes zoster dermatitis of eyelid,1,1,0
281,Acyclovir,53.29,Herpes zoster with other ophthalmic complications,1,1,0
281,Acyclovir,53.9,Herpes zoster without mention of complication,3,1,1
281,Acyclovir,54,Herpes simplex,3,1,1
281,Acyclovir,54.1,Genital herpes,3,1,1
281,Acyclovir,54.1,Genital herpes NOS,3,1,1
281,Acyclovir,54.4,Herpes simplex with unspecified ophthalmic complication,2,1,0
281,Acyclovir,54.43,Herpes simplex disciform keratitis,2,1,0
281,Acyclovir,54.9,Herpes simplex without mention of complication,4,1,1
281,Acyclovir,58.29,Other human herpesvirus encephalitis,4,1,1
281,Acyclovir,75,Infectious mononucleosis,1,1,0
281,Acyclovir,78.5,Cytomegaloviral disease,2,1,0
281,Acyclovir,136.9,Unspecified infectious and parasitic diseases,2,1,1
281,Acyclovir,338-338.99,,2,1,1
281,Acyclovir,780.79,Other malaise and fatigue,2,1,0
281,Acyclovir,780.96,Generalized pain,2,1,1
296,Adenosine,250,Diabetes mellitus,1,0,0
296,Adenosine,250,type II diabetes mellitus [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type; not stated as uncontrolled; without mention of complication,1,0,0
296,Adenosine,410.9,Acute myocardial infarction; unspecified site; episode of care unspecified,1,0,0
296,Adenosine,426.9,Conduction disorder NOS,1,0,0
296,Adenosine,427,Cardiac dysrhythmias,1,0,0
296,Adenosine,427.41,Ventricular fibrillation,1,0,0
296,Adenosine,427.5,Cardiac arrest,1,0,0
296,Adenosine,428,Congestive heart failure (CHF) NOS,1,0,0
296,Adenosine,459.9,Unspecified circulatory system disorder,1,0,0
296,Adenosine,759.89,Other specified anomalies,1,0,0
296,Adenosine,781.2,Abnormality of gait,1,0,0
296,Adenosine,782.62,Flushing,1,0,0
296,Adenosine,785,Tachycardia NOS,1,0,1
296,Adenosine,785.5,Shock NOS,1,0,0
296,Adenosine,797,Senility without mention of psychosis,1,0,0
296,Adenosine,799.02,Hypoxemia,1,0,0
296,Adenosine,89.8,Autopsy,1,0,0
296,Adenosine,959.9,Other and unspecified injury to unspecified site,1,0,0
296,Adenosine,426.7,Anomalous atrioventricular excitation,2,1,0
296,Adenosine,427,Paroxysmal supraventricular tachycardia,3,1,1
296,Adenosine,427.1,Paroxysmal ventricular tachycardia,2,1,1
296,Adenosine,427.2,Paroxysmal tachycardia; unspecified,1,1,0
296,Adenosine,427.31,Atrial fibrillation,2,1,1
296,Adenosine,427.32,Atrial flutter,2,1,1
296,Adenosine,427.89,Other specified cardiac dysrhythmias,2,1,1
296,Adenosine,427.9,Cardiac dysrhythmia NOS,2,1,1
309,Adenosine Monophosphate,22.2,Intranasal antrotomy,1,0,0
309,Adenosine Monophosphate,275.49,Other disorders of calcium metabolism,1,0,0
309,Adenosine Monophosphate,307.3,Stereotypic movement disorder,1,0,0
309,Adenosine Monophosphate,312.89,Other conduct disorder,1,0,0
309,Adenosine Monophosphate,314,Hyperkinetic syndrome of childhood,1,0,0
309,Adenosine Monophosphate,314.01,Attention deficit disorder of childhood with hyperactivity,1,0,0
309,Adenosine Monophosphate,314.9,Unspecified hyperkinetic syndrome of childhood,1,0,0
309,Adenosine Monophosphate,780.5,Unspecified sleep disturbance,1,0,0
309,Adenosine Monophosphate,781.2,Abnormality of gait,1,0,0
309,Adenosine Monophosphate,799.21,Nervousness (ADDED),1,0,0
309,Adenosine Monophosphate,88.7,Diagnostic ultrasound,1,0,0
309,Adenosine Monophosphate,89.8,Autopsy,1,0,0
309,Adenosine Monophosphate,426.7,Anomalous atrioventricular excitation,1,1,0
309,Adenosine Monophosphate,427,Paroxysmal supraventricular tachycardia,1,1,0
309,Adenosine Monophosphate,427.2,Paroxysmal tachycardia; unspecified,1,1,0
318,Adenosine Triphosphate,277.4,Disorders of bilirubin excretion,1,0,0
318,Adenosine Triphosphate,278,Obesity NOS,1,0,0
318,Adenosine Triphosphate,307.3,Stereotypic movement disorder,1,0,0
318,Adenosine Triphosphate,446.5,Giant cell arteritis,1,0,0
318,Adenosine Triphosphate,69.92,ARTIFICIAL INSEMINATION,1,0,0
318,Adenosine Triphosphate,780.2,Syncope and collapse,1,0,0
318,Adenosine Triphosphate,780.79,Other malaise and fatigue,1,0,0
318,Adenosine Triphosphate,796.4,Other abnormal clinical findings,1,0,0
318,Adenosine Triphosphate,799.02,Hypoxemia,1,0,0
318,Adenosine Triphosphate,799.21,Nervousness (ADDED),1,0,0
318,Adenosine Triphosphate,V62.81,Interpersonal problems; not elsewhere classified,1,0,0
318,Adenosine Triphosphate,426.7,Anomalous atrioventricular excitation,1,1,0
318,Adenosine Triphosphate,427,Paroxysmal supraventricular tachycardia,1,1,0
318,Adenosine Triphosphate,427.2,Paroxysmal tachycardia; unspecified,1,1,0
376,Corticotropin,135,Sarcoidosis,1,0,1
376,Corticotropin,253.7,Iatrogenic pituitary disorders,1,0,0
376,Corticotropin,253.9,Unspecified disorder of the pituitary gland and its hypothalamic control,1,0,1
376,Corticotropin,255,Cushing's syndrome,1,0,0
376,Corticotropin,255.41,Glucocorticoid deficiency,1,0,0
376,Corticotropin,277.86,Peroxisomal disorders,1,0,0
376,Corticotropin,340,Multiple sclerosis,1,0,1
376,Corticotropin,363.2,Chorioretinitis NOS,1,0,1
376,Corticotropin,364.3,Iridocyclitis NOS,1,0,1
376,Corticotropin,370,Keratitis,1,0,1
376,Corticotropin,370.9,Keratitis NOS,1,0,1
376,Corticotropin,377.3,Optic neuritis,1,0,1
376,Corticotropin,377.3,Optic neuritis unspecified,1,0,1
376,Corticotropin,460-519.99,,1,0,1
376,Corticotropin,519.9,Unspecified disease of respiratory system,1,0,1
376,Corticotropin,581,Nephrotic syndrome,1,0,1
376,Corticotropin,581.9,Nephrotic syndrome with unspecified pathological lesion in kidney,1,0,1
376,Corticotropin,586,Renal failure unspecified,1,0,1
376,Corticotropin,626.4,Irregular menstrual cycle,1,0,0
376,Corticotropin,695,Erythematous conditions,1,0,1
376,Corticotropin,695.1,Erythema multiforme,1,0,1
376,Corticotropin,695.1,Erythema multiforme; unspecified,1,0,1
376,Corticotropin,695.4,Lupus erythematosus,1,0,1
